Type,Region,Name,Data Type,Price(USD),Variant Price,Code,GBs,Validity(Days),Slug,Coverage,ID,Billing starts,Pre-Install Days,Speed,Support TopUp Type,Breakout IP,APN,FUP policy,Operator Networks
Single,Belize,Belize 2GB/Day,Daily Unlimited,$13.48,$40.44,BZ,2,1,BZ_2_Daily,BZ,PCK6OSYAJ,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,UK/NO,drei.at,384 Kbps,DigiCell [4G]
Single,Belize,Belize 3GB 15Days,Data in Total,$22.80,$68.40,BZ,3,15,BZ_3_15,BZ,P8O5873OG,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO,drei.at,,DigiCell [4G]
Single,Belize,Belize 3GB 30Days,Data in Total,$23.11,$69.33,BZ,3,30,BZ_3_30,BZ,P5NO2E4YJ,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO,drei.at,,DigiCell [4G]
Single,Belize,Belize 500MB/Day,Daily Unlimited,$4.94,$14.82,BZ,0,1,BZ_0.5_Daily,BZ,PU2VXXYY2,First Network Connection,180,3G/4G,Non-reloadable,UK/NO,drei.at,384 Kbps,DigiCell [4G]
Single,Belize,Belize 5GB 30Days,Data in Total,$37.94,$113.82,BZ,5,30,BZ_5_30,BZ,P774SBVHY,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO,drei.at,,DigiCell [4G]
Single,Benin,Benin 10GB 30Days,Data in Total,$35.53,$106.59,BJ,10,30,BJ_10_30,BJ,PW2P30T72,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Celtiis [4G]
Single,Benin,Benin 10GB/Day,Daily Unlimited,$22.88,$68.64,BJ,10,1,BJ_10_Daily,BJ,PGR6RPJO9,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,UK,plus,384 Kbps,Celtiis [4G]
Single,Benin,Benin 1GB 7Days,Data in Total,$3.99,$11.97,BJ,1,7,BJ_1_7,BJ,P1RCD3ZM2,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Celtiis [4G]
Single,Benin,Benin 1GB/Day,Daily Unlimited,$3.60,$10.80,BJ,1,1,BJ_1_Daily,BJ,PFVU4CS7Q,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,UK,plus,512 Kbps,Celtiis [4G]
Single,Benin,Benin 20GB 30Days,Data in Total,$66.62,$199.86,BJ,20,30,BJ_20_30,BJ,P5QJHCC43,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Celtiis [4G]
Single,Benin,Benin 2GB/Day,Daily Unlimited,$7.99,$23.97,BJ,2,1,BJ_2_Daily,BJ,PXDZIYEBE,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,UK,plus,512 Kbps,Celtiis [4G]
Single,Benin,Benin 3GB 15Days,Data in Total,$10.66,$31.98,BJ,3,15,BJ_3_15,BJ,P8C6VKPG7,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Celtiis [4G]
Single,Benin,Benin 3GB 30Days,Data in Total,$11.33,$33.99,BJ,3,30,BJ_3_30,BJ,PLT2KL4J3,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Celtiis [4G]
Single,Benin,Benin 500MB/Day,Daily Unlimited,$3.05,$9.15,BJ,0,1,BJ_0.5_Daily,BJ,PDM3RZPLM,First Network Connection,180,3G/4G,Non-reloadable,UK,plus,512 Kbps,Celtiis [4G]
Single,Benin,Benin 5GB 30Days,Data in Total,$17.77,$53.31,BJ,5,30,BJ_5_30,BJ,P4QNZ1HB6,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Celtiis [4G]
Single,Bermuda,Bermuda 10GB 30Days,Data in Total,$47.63,$142.89,BM,10,30,BM_10_30,BM,P97UG1JXH,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US,internet,,Mobility [4G]
Single,Bermuda,Bermuda 1GB 7Days,Data in Total,$5.36,$16.08,BM,1,7,BM_1_7,BM,PFUN50P1N,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US,internet,,Mobility [4G]
Single,Bermuda,Bermuda 1GB/Day,Daily Unlimited,$5.01,$15.03,BM,1,1,BM_1_Daily,BM,PJWGWBWBJ,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,US,internet,512 Kbps,Mobility [4G]
Single,Bermuda,Bermuda 20GB 30Days,Data in Total,$89.30,$267.90,BM,20,30,BM_20_30,BM,PHDYBU21J,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US,internet,,Mobility [4G]
Single,Bermuda,Bermuda 2GB/Day,Daily Unlimited,$10.72,$32.16,BM,2,1,BM_2_Daily,BM,PCL1R8WZY,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,US,internet,512 Kbps,Mobility [4G]
Single,Bermuda,Bermuda 3GB 15Days,Data in Total,$14.21,$42.63,BM,3,15,BM_3_15,BM,PJ7T1JPBT,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US,internet,,Mobility [4G]
Single,Bermuda,Bermuda 3GB 30Days,Data in Total,$15.18,$45.54,BM,3,30,BM_3_30,BM,PVIRT3263,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US,internet,,Mobility [4G]
Single,Bermuda,Bermuda 500MB/Day,Daily Unlimited,$3.02,$9.06,BM,0,1,BM_0.5_Daily,BM,PDDBL3WVS,First Network Connection,180,3G/4G/5G,Non-reloadable,US,internet,512 Kbps,Mobility [4G]
Single,Bermuda,Bermuda 5GB 30Days,Data in Total,$23.81,$71.43,BM,5,30,BM_5_30,BM,PCQNFKWJY,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US,internet,,Mobility [4G]
Single,Bhutan,Bhutan 10GB 30Days,Data in Total,$22.15,$66.45,BT,10,30,BT_10_30,BT,PHCVBE7X1,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,SG,e-ideas,,TashiCell [4G]
Single,Bhutan,Bhutan 10GB/Day,Daily Unlimited,$65.51,$196.53,BT,10,1,BT_10_Daily,BT,PTNO73V6Y,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,SG,e-ideas,384 Kbps,TashiCell [4G]
Single,Bhutan,Bhutan 1GB 7Days,Data in Total,$2.49,$7.47,BT,1,7,BT_1_7,BT,PIH4IAK40,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,SG,e-ideas,,TashiCell [4G]
Single,Bhutan,Bhutan 20GB 30Days,Data in Total,$41.54,$124.62,BT,20,30,BT_20_30,BT,PJVCOS3XN,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,SG,e-ideas,,TashiCell [4G]
Single,Bhutan,Bhutan 3GB 15Days,Data in Total,$6.65,$19.95,BT,3,15,BT_3_15,BT,PIXK1CZDV,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,SG,e-ideas,,TashiCell [4G]
Single,Bhutan,Bhutan 3GB 30Days,Data in Total,$7.06,$21.18,BT,3,30,BT_3_30,BT,P1P2MPX64,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,SG,e-ideas,,TashiCell [4G]
Single,Bhutan,Bhutan 5GB 30Days,Data in Total,$11.08,$33.24,BT,5,30,BT_5_30,BT,PLDY0SQ8J,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,SG,e-ideas,,TashiCell [4G]
Single,Bolivia,Bolivia 100MB 7Days,Data in Total,$0.63,$1.89,BO,0,7,BO_0.1_7,BO,PWB2NZA39,First Installation,180,3G/4G,Data Reloadable for same area within validitity,IL,sphone.pelephone.net.il,,Tigo [4G]
Single,Bolivia,Bolivia 500MB 7Days,Data in Total,$3.10,$9.30,BO,0,7,BO_0.5_7,BO,P3TUFRWYX,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,IL,sphone.pelephone.net.il,,Tigo [4G]
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 1GB/Day,Daily Unlimited,$1.36,$4.08,BA,1,1,BA_1_Daily,BA,PJBZYRUSP,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,UK,plus,512 Kbps,BH Mobile [4G]
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 2GB/Day,Daily Unlimited,$2.40,$7.20,BA,2,1,BA_2_Daily,BA,PP15OIUZO,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,UK,plus,512 Kbps,BH Mobile [4G]
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 3GB 30Days,Data in Total,$4.35,$13.05,BA,3,30,BA_3_30,BA,PM8VIQATX,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,BH Mobile [4G]
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 500MB/Day,Daily Unlimited,$0.87,$2.61,BA,0,1,BA_0.5_Daily,BA,P5F9GWLE1,First Network Connection,180,3G/4G,Non-reloadable,UK,plus,512 Kbps,BH Mobile [4G]
Single,Brazil,Brazil 100MB 7Days,Data in Total,$0.30,$0.90,BR,0,7,BR_0.1_7,BR,PTN42GL18,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,BR,wbdata,,"TIM [5G], Claro [5G]"
Single,Brazil,Brazil 2GB/Day,Daily Unlimited,$3.21,$9.63,BR,2,1,BR_2_Daily,BR,PPNNVC3TZ,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,BR,wbdata,512 Kbps,"TIM [5G], Claro [5G]"
Single,Brazil,Brazil 3GB 30Days,Data in Total,$3.90,$11.70,BR,3,30,BR_3_30,BR,PWUJG82CJ,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BR,wbdata,,"TIM [5G], Claro [5G]"
Single,Brazil,Brazil 500MB 7Days,Data in Total,$1.30,$3.90,BR,0,7,BR_0.5_7,BR,PDMS0E5SJ,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BR,wbdata,,"TIM [5G], Claro [5G]"
Single,Brunei Darussalam,Brunei Darussalam 2GB/Day,Daily Unlimited,$5.49,$16.47,BN,2,1,BN_2_Daily,BN,P0RVEBE6R,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,SG,e-ideas,512 Kbps,DS [5G]
Single,Brunei Darussalam,Brunei Darussalam 3GB/Day,Daily Unlimited,$7.73,$23.19,BN,3,1,BN_3_Daily,BN,PKC2I6DLP,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,SG,e-ideas,512 Kbps,DS [5G]
Single,Bulgaria,Bulgaria 1GB/Day,Daily Unlimited,$0.54,$1.62,BG,1,1,BG_1_Daily,BG,P59XXGYFY,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,"A1 [4G], Vivacom [4G], Telenor [4G]"
Single,Bulgaria,Bulgaria 2GB/Day,Daily Unlimited,$1.01,$3.03,BG,2,1,BG_2_Daily,BG,PTGN0AGAT,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,500 Kbps,"A1 [4G], Vivacom [4G], Telenor [4G]"
Single,Bulgaria,Bulgaria 500MB/Day,Daily Unlimited,$0.32,$0.96,BG,0,1,BG_0.5_Daily,BG,PEZ3PBWS2,First Network Connection,180,3G/4G/5G,Non-reloadable,FR/NL,orange,512 Kbps,"A1 [4G], Vivacom [4G], Telenor [4G]"
Single,Cambodia,Cambodia 100MB 7Days,Data in Total,$0.30,$0.90,KH,0,7,KH_0.1_7,KH,P04JLSJF8,First Installation,180,3G/4G,Data Reloadable for same area within validitity,SG,e-ideas,,"Metfone [4G], Cellcard [4G]"
Single,Cambodia,Cambodia 2GB/Day,Daily Unlimited,$1.71,$5.13,KH,2,1,KH_2_Daily,KH,PTHGTDVN0,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,SG,e-ideas,512 Kbps,"Metfone [4G], Cellcard [4G]"
Single,Cambodia,Cambodia 3GB/Day,Daily Unlimited,$2.41,$7.23,KH,3,1,KH_3_Daily,KH,PSCRCRVIF,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,SG,e-ideas,512 Kbps,"Metfone [4G], Cellcard [4G]"
Single,Cambodia,Cambodia 500MB 7Days,Data in Total,$0.49,$1.47,KH,0,7,KH_0.5_7,KH,P8X892WLZ,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,SG,e-ideas,,"Metfone [4G], Cellcard [4G]"
Single,Cameroon,Cameroon 10GB 30Days,Data in Total,$39.64,$118.92,CM,10,30,CM_10_30,CM,P3LARHL75,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,US,internet,,Orange [4G]
Single,Cameroon,Cameroon 20GB 30Days,Data in Total,$72.54,$217.62,CM,20,30,CM_20_30,CM,PTIWPH4RV,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,US,internet,,Orange [4G]
Single,Canada,Canada 100MB 7Days,Data in Total,$0.30,$0.90,CA,0,7,CA_0.1_7,CA,PT73ZDYVK,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,Europe,isp,,Rogers Wireless [5G]
Single,Canada,Canada 10GB/Day,Daily Unlimited,$9.50,$28.50,CA,10,1,CA_10_Daily,CA,PKH1BH2G4,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,Europe,isp,512 Kbps,Rogers Wireless [5G]
Single,Canada,Canada 500MB 7Days,Data in Total,$0.80,$2.40,CA,0,7,CA_0.5_7,CA,PIORZG0R5,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,Europe,isp,,Rogers Wireless [5G]
Single,Canada,Canada 75GB 30Days,Data in Total,$29.00,$87.00,CA,75,30,CA_75_30,CA,PMJ9AFZEP,First Installation,1,3G/4G/5G,Non-reloadable,CA,sp.telus.com,128 Kbps,Telus [5G]
Single,Cape Verde,Cape Verde 10GB 30Days,Data in Total,$71.18,$213.54,CV,10,30,CV_10_30,CV,PVRB9RMW5,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,CVMOVEL [4G]
Single,Cape Verde,Cape Verde 10GB/Day,Daily Unlimited,$45.05,$135.15,CV,10,1,CV_10_Daily,CV,P9CE5OMVS,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,UK,plus,384 Kbps,CVMOVEL [4G]
Single,Cape Verde,Cape Verde 1GB 7Days,Data in Total,$8.78,$26.34,CV,1,7,CV_1_7,CV,PPFATGR3K,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,CVMOVEL [4G]
Single,Cape Verde,Cape Verde 1GB/Day,Daily Unlimited,$8.29,$24.87,CV,1,1,CV_1_Daily,CV,PVZBPK427,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,UK,plus,512 Kbps,CVMOVEL [4G]
Single,Cape Verde,Cape Verde 20GB 30Days,Data in Total,$144.84,$434.52,CV,20,30,CV_20_30,CV,PUE31Z9U2,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,CVMOVEL [4G]
Single,Cape Verde,Cape Verde 2GB/Day,Daily Unlimited,$15.60,$46.80,CV,2,1,CV_2_Daily,CV,PXAM35D8A,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,UK,plus,512 Kbps,CVMOVEL [4G]
Single,Cape Verde,Cape Verde 3GB 15Days,Data in Total,$23.40,$70.20,CV,3,15,CV_3_15,CV,P39WF0WX1,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,CVMOVEL [4G]
Single,Cape Verde,Cape Verde 3GB 30Days,Data in Total,$24.86,$74.58,CV,3,30,CV_3_30,CV,PXFRDYGZJ,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,CVMOVEL [4G]
Single,Cape Verde,Cape Verde 500MB/Day,Daily Unlimited,$5.12,$15.36,CV,0,1,CV_0.5_Daily,CV,PJ92I7H43,First Network Connection,180,3G/4G,Non-reloadable,UK,plus,512 Kbps,CVMOVEL [4G]
Single,Cape Verde,Cape Verde 5GB 30Days,Data in Total,$39.00,$117.00,CV,5,30,CV_5_30,CV,PSX4ME2H6,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,CVMOVEL [4G]
Single,Cayman Islands,Cayman Islands 10GB 30Days,Data in Total,$45.84,$137.52,KY,10,30,KY_10_30,KY,PCE87XXRF,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK,plus,,FLOW [5G]
Single,Cayman Islands,Cayman Islands 1GB 7Days,Data in Total,$5.65,$16.95,KY,1,7,KY_1_7,KY,PK93SBDBR,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK,plus,,FLOW [5G]
Single,Cayman Islands,Cayman Islands 1GB/Day,Daily Unlimited,$5.34,$16.02,KY,1,1,KY_1_Daily,KY,PT9HEPLSA,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,UK,plus,512 Kbps,FLOW [5G]
Single,Cayman Islands,Cayman Islands 20GB 30Days,Data in Total,$84.14,$252.42,KY,20,30,KY_20_30,KY,PXR6X2UVA,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK,plus,,FLOW [5G]
Single,Cayman Islands,Cayman Islands 2GB/Day,Daily Unlimited,$10.00,$30.00,KY,2,1,KY_2_Daily,KY,P47N09B8R,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,UK,plus,512 Kbps,FLOW [5G]
Single,Cayman Islands,Cayman Islands 3GB 15Days,Data in Total,$15.07,$45.21,KY,3,15,KY_3_15,KY,P8VDKKJSB,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK,plus,,FLOW [5G]
Single,Cayman Islands,Cayman Islands 3GB 30Days,Data in Total,$16.01,$48.03,KY,3,30,KY_3_30,KY,PNXH8MHBY,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK,plus,,FLOW [5G]
Single,Cayman Islands,Cayman Islands 500MB/Day,Daily Unlimited,$3.22,$9.66,KY,0,1,KY_0.5_Daily,KY,P089AN0P9,First Network Connection,180,3G/4G/5G,Non-reloadable,UK,plus,512 Kbps,FLOW [5G]
Single,Cayman Islands,Cayman Islands 5GB 30Days,Data in Total,$25.12,$75.36,KY,5,30,KY_5_30,KY,P7SKZOMJ1,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK,plus,,FLOW [5G]
Single,Chad,Chad 10GB/Day,Daily Unlimited,$19.80,$59.40,TD,10,1,TD_10_Daily,TD,PMNXNGRQH,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,SG,e-ideas,384 Kbps,Airtel [4G]
Single,Chad,Chad 3GB 30Days,Data in Total,$10.20,$30.60,TD,3,30,TD_3_30,TD,PINU8CQ2D,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,SG,e-ideas,,Airtel [4G]
Single,Chile,Chile 100MB 7Days,Data in Total,$0.57,$1.71,CL,0,7,CL_0.1_7,CL,PMQYGG8GO,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,UK,plus,,WOM [5G]
Single,Chile,Chile 10GB/Day,Daily Unlimited,$12.38,$37.14,CL,10,1,CL_10_Daily,CL,PXJ1B4RY5,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,UK,plus,384 Kbps,WOM [5G]
Single,Chile,Chile 1GB/Day,Daily Unlimited,$1.84,$5.52,CL,1,1,CL_1_Daily,CL,P6EASV493,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,UK,plus,512 Kbps,WOM [5G]
Single,Chile,Chile 2GB/Day,Daily Unlimited,$3.21,$9.63,CL,2,1,CL_2_Daily,CL,PQ795FC96,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,UK,plus,512 Kbps,WOM [5G]
Single,Chile,Chile 3GB 30Days,Data in Total,$5.30,$15.90,CL,3,30,CL_3_30,CL,PE362ZII0,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK,plus,,WOM [5G]
Single,Chile,Chile 500MB 7Days,Data in Total,$1.02,$3.06,CL,0,7,CL_0.5_7,CL,PPOB1J6C1,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK,plus,,WOM [5G]
Single,Chile,Chile 500MB/Day,Daily Unlimited,$1.18,$3.54,CL,0,1,CL_0.5_Daily,CL,PGB1YO6FF,First Network Connection,180,3G/4G/5G,Non-reloadable,UK,plus,512 Kbps,WOM [5G]
Single,China mainland,China 100MB 7Days,Data in Total,$0.30,$0.90,CN,0,7,CN_0.1_7,CN,PLSSSXN2L,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,HK,cmlink,,China Mobile [5G]
Single,China mainland,China 10GB/Day,Daily Unlimited,$5.00,$15.00,CN,10,1,CN_10_Daily,CN,POD4NMN5I,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,HK,cmlink,384 Kbps,China Mobile [5G]
Single,China mainland,China 500MB 7Days,Data in Total,$0.40,$1.20,CN,0,7,CN_0.5_7,CN,PW9DB7WEK,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK,cmlink,,China Mobile [5G]
Single,China mainland,China 500MB/Day,Daily Unlimited,$0.50,$1.50,CN,0,1,CN_0.5_Daily,CN,PZ60GWHNI,First Network Connection,180,3G/4G/5G,Non-reloadable,HK,cmlink,384 Kbps,China Mobile [5G]
Single,Colombia,Colombia 100MB 7Days,Data in Total,$0.56,$1.68,CO,0,7,CO_0.1_7,CO,PPHO2UDYS,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,SG,e-ideas,,Claro [4G]
Single,Colombia,Colombia 1GB/Day,Daily Unlimited,$2.65,$7.95,CO,1,1,CO_1_Daily,CO,PQXJ02THM,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,SG,e-ideas,512 Kbps,Claro [4G]
Single,Colombia,Colombia 2GB/Day,Daily Unlimited,$4.75,$14.25,CO,2,1,CO_2_Daily,CO,PDOHQ3L9A,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,SG,e-ideas,512 Kbps,Claro [4G]
Single,Colombia,Colombia 3GB 30Days,Data in Total,$5.25,$15.75,CO,3,30,CO_3_30,CO,PHX3BYM8E,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG,e-ideas,,Claro [4G]
Single,Colombia,Colombia 3GB/Day,Daily Unlimited,$6.76,$20.28,CO,3,1,CO_3_Daily,CO,PXVAHE102,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,SG,e-ideas,512 Kbps,Claro [4G]
Single,Colombia,Colombia 500MB 7Days,Data in Total,$1.58,$4.74,CO,0,7,CO_0.5_7,CO,PB36IRVNM,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG,e-ideas,,Claro [4G]
Single,Colombia,Colombia 500MB/Day,Daily Unlimited,$1.38,$4.14,CO,0,1,CO_0.5_Daily,CO,P9OMFEGJJ,First Network Connection,180,3G/4G/5G,Non-reloadable,SG,e-ideas,512 Kbps,Claro [4G]
Single,Costa Rica,Costa Rica 1GB/Day,Daily Unlimited,$2.40,$7.20,CR,1,1,CR_1_Daily,CR,PU23HBI0J,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,US,wap.tim.it,512 Kbps,Claro [4G]
Single,Costa Rica,Costa Rica 2GB/Day,Daily Unlimited,$4.20,$12.60,CR,2,1,CR_2_Daily,CR,P9SN3NHU8,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,US,wap.tim.it,512 Kbps,Claro [4G]
Single,Costa Rica,Costa Rica 3GB 30Days,Data in Total,$5.50,$16.50,CR,3,30,CR_3_30,CR,PGHZVEQV6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US,wap.tim.it,,Claro [4G]
Single,Costa Rica,Costa Rica 500MB/Day,Daily Unlimited,$0.80,$2.40,CR,0,1,CR_0.5_Daily,CR,P3J2KL1FT,First Network Connection,180,3G/4G/5G,Non-reloadable,US,wap.tim.it,512 Kbps,Claro [4G]
Single,Croatia,Croatia 1GB/Day,Daily Unlimited,$0.54,$1.62,HR,1,1,HR_1_Daily,HR,P3C8CYU5D,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,"Tele2 [5G], A1 [4G]"
Single,Croatia,Croatia 2GB/Day,Daily Unlimited,$1.01,$3.03,HR,2,1,HR_2_Daily,HR,PJF1UAJYX,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,500 Kbps,"Tele2 [5G], A1 [4G]"
Single,Croatia,Croatia 500MB/Day,Daily Unlimited,$0.32,$0.96,HR,0,1,HR_0.5_Daily,HR,PV1EZMB3M,First Network Connection,180,3G/4G/5G,Non-reloadable,FR/NL,orange,512 Kbps,"Tele2 [5G], A1 [4G]"
Single,Curaçao,Curaçao 10GB 30Days,Data in Total,$37.58,$112.74,CW,10,30,CW_10_30,CW,PVOHGU8C1,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,US,wap.tim.it,,"Digicel [4G], Setel N.V. [4G]"
Single,Curaçao,Curaçao 1GB 7Days,Data in Total,$4.63,$13.89,CW,1,7,CW_1_7,CW,P7ZLYSGNT,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,US,wap.tim.it,,"Digicel [4G], Setel N.V. [4G]"
Single,Curaçao,Curaçao 20GB 30Days,Data in Total,$68.98,$206.94,CW,20,30,CW_20_30,CW,PQ9XSOQVS,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,US,wap.tim.it,,"Digicel [4G], Setel N.V. [4G]"
Single,Curaçao,Curaçao 3GB 15Days,Data in Total,$12.36,$37.08,CW,3,15,CW_3_15,CW,PTZNAAKKF,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,US,wap.tim.it,,"Digicel [4G], Setel N.V. [4G]"
Single,Curaçao,Curaçao 5GB 30Days,Data in Total,$20.59,$61.77,CW,5,30,CW_5_30,CW,PJHNQYUCM,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,US,wap.tim.it,,"Digicel [4G], Setel N.V. [4G]"
Single,Cyprus,Cyprus 1GB/Day,Daily Unlimited,$0.54,$1.62,CY,1,1,CY_1_Daily,CY,PTQUYUAC4,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,"PrimeTel [4G], Epic [5G]"
